Cluster Index, Region:Probability, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00198,'5001:0.82791','1018:0.79602','1024:0.6602','1035:0.54728','1003:0.53924','1028:0.17578','1030:0.054817','1023:0.042745','1002:0.041515','1027:0.039465','11:0.034272','1020:0.031235','1022:0.031159','12:0.0037051','1019:0.0011996','1017:0.00083516','1031:0.00048591','1015:0.00042517','1034:0.00013666','77:0.00012148','253:9.1108e-05','1012:6.0739e-05','13:3.0369e-05','10:1.5185e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00199,'1035:0.83577','1024:0.81989','1022:0.72624','5001:0.62981','12:0.38322','11:0.22802','13:0.12845','1031:0.066483','1018:0.061525','10:0.054202','1030:0.04034','1023:0.031721','1003:0.022131','28:0.014197','1002:0.0046806','1028:0.0031721','1014:0.0025034','18:0.0024463','1034:0.0019652','17:0.0018103','1020:0.00059527','77:0.00039141','1012:0.00031802','1017:0.00031802','1027:0.00027725','253:0.00025279','252:0.00013047','2:8.1544e-05','1015:8.1544e-05','1001:1.6309e-05','1010:8.1544e-06','1029:8.1544e-06','1033:8.1544e-06',,,,,,,,,,,,,,,,,,,
cluster_00200,'1035:0.97402','12:0.6868','1031:0.66171','1022:0.57741','5001:0.4011','1024:0.31361','13:0.13625','1030:0.11596','28:0.053958','18:0.038451','1034:0.027977','17:0.023081','1014:0.021884','1033:0.014404','1015:0.012817','1006:0.0081841','1003:0.0066082','1012:0.0050008','10:0.0041918','2:0.003635','1023:0.0026265','1009:0.0022167','1018:0.0016704','1007:0.0015969','1001:0.0013763','1008:0.0013553','1017:0.0012292','1029:0.00082996','77:0.00068288','26:0.00049378','11:0.00044125','85:0.0003677','16:0.00023113','1016:0.00012607','1028:5.2529e-05','1019:4.2023e-05','1010:3.1518e-05','1020:3.1518e-05','253:1.0506e-05',,,,,,,,,,,,,
cluster_00201,'1022:0.99597','1024:0.85615','1031:0.7995','1018:0.12301','1030:0.098847','1035:0.035096','5001:0.016789','1034:0.0069786','77:0.0013981','12:0.0013623','1001:0.00069308','1020:0.00060943','1008:0.00039434','1003:0.00038239','1029:0.00031069','1015:0.00023899','1023:1.195e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00202,'5001:0.97942','1035:0.96464','1012:0.7152','1029:0.68622','1020:0.65916','12:0.63538','1027:0.50514','1022:0.4858','1031:0.39258','1024:0.36799','1019:0.27976','1018:0.21859','1017:0.15721','1025:0.11747','1023:0.08101','1008:0.061624','1028:0.043215','1003:0.02234','13:0.016411','11:0.01603','1030:0.014347','1026:0.014086','1014:0.013934','1034:0.013532','1010:0.01338','10:0.011719','1002:0.0022047','1032:0.0013467','1001:0.0011947','1015:0.0006625','77:0.00052131','252:0.00027152','26:0.00017377','28:0.00015205','2:0.00010861','255:9.7746e-05','17:8.6886e-05','251:7.6025e-05','1007:5.4304e-05','1016:4.3443e-05','1033:4.3443e-05','1013:3.2582e-05','18:2.1721e-05','253:1.0861e-05','254:1.0861e-05','1009:1.0861e-05',,,,,,
cluster_00203,'5001:0.99965','1035:0.97673','12:0.90655','1022:0.6553','1024:0.65359','1033:0.57319','1029:0.45238','13:0.35636','1030:0.30306','1006:0.29516','18:0.27962','1017:0.21557','1012:0.19711','1031:0.16912','1009:0.10578','1014:0.095983','1007:0.091811','1015:0.079616','28:0.057519','2:0.049924','1025:0.039533','1023:0.027827','10:0.022525','17:0.021012','1028:0.016764','1026:0.012699','26:0.0090313','11:0.0048901','1016:0.0038968','1019:0.0028576','1034:0.0028576','1008:0.0013448','1010:0.00077935','1003:0.00067238','1018:0.00030563','77:0.00029035','1020:0.00021394','255:0.00018338','1002:0.00015281','1001:0.00013753','85:3.0563e-05','1027:1.5281e-05',,,,,,,,,,
cluster_00204,'5001:0.99974','1035:0.99158','1012:0.90017','1024:0.78277','1022:0.54575','12:0.4279','1020:0.40846','1017:0.35367','1019:0.29264','1029:0.28752','1018:0.17429','1031:0.086669','1027:0.070447','1023:0.047414','1025:0.040601','1028:0.029366','1030:0.018625','13:0.010851','1026:0.010384','11:0.0087905','1014:0.007829','10:0.0054666','1003:0.0028157','1002:0.0021289','1010:0.00097519','26:0.00083784','1033:0.00046699','1015:0.00043952','1034:0.00042579','255:0.00034338','2:0.00013735','28:0.00013735','18:0.00010988','77:0.00010988','1008:0.00010988','252:2.747e-05','17:1.3735e-05','254:1.3735e-05','1006:1.3735e-05',,,,,,,,,,,,,
cluster_00205,'1003:0.98529','1018:0.85175','5001:0.79903','1035:0.59616','1024:0.51109','1028:0.11922','1030:0.079247','1027:0.046875','12:0.040834','1020:0.022069','1022:0.0027561','1015:0.0019527','1019:0.0018001','1012:0.00055936','77:0.00040681','13:4.0681e-05','1023:3.0511e-05','1002:2.034e-05','1014:2.034e-05','1017:2.034e-05','1033:1.017e-05','1034:1.017e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00206,'5001:0.97061','1003:0.86857','1008:0.84563','1024:0.83964','1015:0.79145','1031:0.7486','1001:0.62314','1009:0.61287','1027:0.45957','1018:0.26239','1022:0.16264','1035:0.11729','1029:0.10591','1030:0.097455','1011:0.090078','1007:0.041739','1028:0.015103','1020:0.0096469','8:0.0039635','1013:0.0023746','1025:0.00071588','77:0.00036667','1002:0.00032302','12:0.00019206','11:0.0001746','1016:2.6191e-05','1017:2.6191e-05','1023:2.6191e-05','13:1.746e-05','10:8.7302e-06','1010:8.7302e-06',,,,,,,,,,,,,,,,,,,,,
cluster_00207,'5001:0.99031','1035:0.95344','1003:0.85082','1028:0.59709','12:0.52962','1018:0.22962','1024:0.22463','1030:0.13502','1012:0.028508','1027:0.023738','13:0.014768','1014:0.012841','1020:0.010658','1015:0.0071912','1019:0.0043477','18:0.0031553','1033:0.0029902','1002:0.0014676','28:0.00099063','1023:0.0008989','26:0.00045862','1006:0.00044028','1009:0.0003669','1007:0.00034855','17:0.00031186','1017:0.00031186','1022:0.00027517','10:0.00012841','11:0.00011007','2:9.1725e-05','77:9.1725e-05',,,,,,,,,,,,,,,,,,,,,
cluster_00208,'5001:0.94209','1027:0.93905','1024:0.86293','1018:0.81702','1035:0.75551','1020:0.73806','1022:0.72908','1029:0.50353','1012:0.31725','1019:0.26133','1003:0.24135','1031:0.21047','1017:0.09741','1025:0.028893','1008:0.025611','1028:0.022346','1032:0.020577','12:0.019149','1023:0.01272','1014:0.0038603','1026:0.0015305','77:0.0011394','11:0.0010714','1010:0.00062922','1002:0.00011904','13:5.1018e-05','10:3.4012e-05','1030:3.4012e-05',,,,,,,,,,,,,,,,,,,,,,,,
cluster_00209,'1031:0.9937','1024:0.84907','1022:0.78484','1035:0.65178','1018:0.59463','1008:0.49732','1030:0.27488','5001:0.25699','1001:0.22063','1015:0.056909','1003:0.055374','1020:0.049121','12:0.025988','1027:0.0239','1029:0.0068723','1012:0.0046118','1011:0.0025658','1009:0.0018563','1034:0.0013613','1019:0.00088275','1028:0.00086625','77:0.0004455','13:0.00043725','1025:0.00020625','11:0.000198','1002:0.000165','1007:5.775e-05','1013:4.95e-05','1033:4.95e-05','28:3.3e-05','10:2.475e-05','1010:1.65e-05','1006:8.25e-06',,,,,,,,,,,,,,,,,,,
cluster_00210,'1008:0.91951','1027:0.91734','1031:0.91692','1024:0.84431','5001:0.8371','1018:0.80838','1022:0.58707','1020:0.56227','1035:0.44699','1003:0.44596','1029:0.25651','1019:0.17114','1012:0.13651','1001:0.0099913','1028:0.0086891','1015:0.0054221','1011:0.0043407','1025:0.003762','12:0.0021551','1032:0.0021475','1017:0.0017287','1026:0.0014774','1030:0.0012641','1014:0.0011956','77:0.00044169','1009:0.00021323','11:0.00015992','1023:0.00015231','1002:0.00014469','1010:9.1384e-05','1005:6.0923e-05','1034:3.8077e-05','13:3.0461e-05','1007:3.0461e-05','10:1.5231e-05','255:7.6153e-06','1013:7.6153e-06',,,,,,,,,,,,,,,
cluster_00211,'5001:0.99976','1003:0.91828','10:0.79398','28:0.40047','16:0.19681','1035:0.19381','1027:0.18002','1028:0.14511','12:0.14052','1024:0.12456','13:0.10601','1018:0.047285','11:0.034751','17:0.031978','1010:0.0065623','18:0.0063047','1002:0.0050164','1020:0.0040313','1014:0.003607','1023:0.0021975','85:0.0016823','1016:0.0014398','1012:0.0012427','2:0.00093964','8:0.0008487','1030:0.00050013','77:0.00031826','1006:0.00030311','1013:0.00021218','1034:0.0001364','1007:0.00010609','251:9.0933e-05','253:6.0622e-05','1022:3.0311e-05','26:1.5155e-05','252:1.5155e-05','1015:1.5155e-05','1017:1.5155e-05','1031:1.5155e-05',,,,,,,,,,,,,
cluster_00212,'1024:0.99226','1022:0.98877','1031:0.89266','1018:0.70595','1035:0.10322','1020:0.07887','5001:0.043236','1030:0.03996','1008:0.0082322','1003:0.0079407','1027:0.0063199','1029:0.0024603','12:0.0020872','1012:0.0018307','1001:0.00097947','1019:0.00058302','77:0.00041977','1034:9.3282e-05','1015:8.1622e-05','1017:3.4981e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00213,'1024:0.9849','1022:0.95772','1031:0.48812','1018:0.39946','1035:0.10306','5001:0.066745','1003:0.065816','1020:0.056222','1030:0.038392','1027:0.025541','1034:0.0039697','77:0.0017494','12:0.00082085','1012:0.00074011','1001:0.00051135','1029:0.00014802','1019:9.4196e-05','1008:6.7283e-05','1028:6.7283e-05','11:4.037e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00214,'1031:0.93766','5001:0.60689','1022:0.5116','1035:0.29015','1024:0.17218','11:0.10244','1030:0.077019','1029:0.046019','1023:0.037926','1008:0.036694','1034:0.023754','1017:0.020458','12:0.01382','10:0.011453','1025:0.0083017','1001:0.0079658','1010:0.0078059','1003:0.0041109','77:0.00083177','13:0.00068781','1018:0.00068781','1015:0.00011197','28:1.5996e-05','252:1.5996e-05','1028:1.5996e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00215,'5001:0.99953','1035:0.9231','1023:0.86894','12:0.63797','1010:0.28954','1025:0.24371','13:0.18237','1017:0.12515','1034:0.077516','1030:0.069241','28:0.065585','1031:0.05698','252:0.055106','10:0.053967','11:0.044948','251:0.02961','1028:0.021298','1024:0.019076','17:0.017037','1022:0.013253','1018:0.009763','18:0.0090098','16:0.0076322','1029:0.0045371','1014:0.0038391','2:0.0034074','1012:0.0016164','1001:0.0014879','253:0.0014052','1016:0.001194','1015:0.0011664','1007:0.001148','1002:0.00079904','1013:0.00045003','1009:0.00025716','77:0.00022042','1006:0.00020206','1020:0.00019287','26:0.00015613','1008:0.00011021','1033:8.2659e-05','1003:4.5922e-05','85:3.6737e-05','1027:2.7553e-05','1005:1.8369e-05','1019:1.8369e-05','1026:9.1843e-06',,,,,
cluster_00216,'1031:0.9268','1024:0.9154','1008:0.85405','5001:0.80275','1018:0.7893','1027:0.68344','1003:0.61733','1022:0.50847','1029:0.35023','1020:0.29641','1035:0.25315','1012:0.027909','1028:0.0077275','1025:0.0044015','1001:0.0026029','1019:0.0024854','1030:0.0016811','1017:0.001419','1002:0.0012834','12:0.0011659','1026:0.00095803','77:0.00041575','1015:0.00030729','1011:0.00023499','11:0.00021691','254:0.00014461','1014:9.038e-05','1023:9.038e-05','1005:6.3266e-05','1010:2.7114e-05','255:1.8076e-05','1034:1.8076e-05',,,,,,,,,,,,,,,,,,,,
cluster_00217,'1024:0.99658','1003:0.95379','1022:0.56109','5001:0.30495','1027:0.093153','1031:0.080716','1018:0.02214','1029:0.016062','1028:0.010524','1008:0.0011993','1035:0.00091631','1017:0.00079503','1023:0.00045815','77:0.00029645','1020:0.00018865','1002:5.39e-05','11:4.0425e-05','1010:1.3475e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00218,'5001:0.99996','1024:0.95533','28:0.83847','17:0.40514','13:0.37823','1035:0.35799','10:0.34011','1022:0.24391','12:0.16553','16:0.10923','18:0.10303','1003:0.085241','1031:0.03416','85:0.025681','1006:0.023564','1028:0.014421','1014:0.013809','1012:0.0046541','1017:0.0046286','11:0.0042971','1016:0.0035575','1029:0.0029327','1023:0.0020529','2:0.0013771','26:0.00051004','1030:0.00045904','1007:0.00031878','8:0.00020402','77:0.00017851','1002:0.00017851','1018:0.00014026','1009:0.00012751','1033:0.00011476','1015:8.9257e-05','7:7.6506e-05','253:6.3755e-05','1010:6.3755e-05','1026:2.5502e-05','254:1.2751e-05',,,,,,,,,,,,,
cluster_00219,'1008:0.96544','5001:0.91636','1031:0.84357','1024:0.83669','1027:0.73836','1003:0.72701','1018:0.67475','1022:0.30689','1035:0.24165','1029:0.21813','1020:0.16663','1015:0.075888','1011:0.065675','1001:0.03845','1030:0.014248','1009:0.013262','1028:0.010836','1012:0.0043732','1025:0.0025694','1002:0.0010122','12:0.00090837','1017:0.00075265','1007:0.00051907','77:0.00048014','1019:0.00045419','1026:0.0003374','1013:0.00029846','11:0.00014274','1005:9.0837e-05','1021:7.786e-05','254:5.1907e-05','10:3.893e-05','1023:3.893e-05','255:2.5953e-05','1014:2.5953e-05','13:1.2977e-05','1010:1.2977e-05',,,,,,,,,,,,,,,
cluster_00220,'1031:0.99584','1024:0.96967','1022:0.93117','1008:0.69442','1018:0.57536','5001:0.30129','1035:0.29','1029:0.16645','1003:0.059954','1020:0.037677','1030:0.026502','1027:0.012119','12:0.0073905','1001:0.0018395','1012:0.0010744','77:0.00043952','1025:0.0002686','1019:0.00026046','1034:0.0002279','13:0.00012209','1015:5.6975e-05','1011:4.8836e-05','11:2.4418e-05','1017:1.6279e-05','1028:1.6279e-05','1010:8.1393e-06',,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00221,'5001:0.99627','1035:0.97706','1024:0.97179','12:0.90505','1022:0.20737','13:0.057617','1003:0.053563','1012:0.052872','1014:0.045874','1031:0.045171','1028:0.038513','1030:0.037063','1033:0.032885','18:0.022478','1029:0.016782','1006:0.01548','28:0.01172','1018:0.010939','1017:0.0065679','17:0.0036237','2:0.0030915','1015:0.0021516','1009:0.0012683','1020:0.0010192','26:0.00088327','11:0.00078136','1023:0.00072474','1007:0.00070209','1019:0.00053223','85:0.00010192','10:9.0592e-05','77:5.662e-05','255:4.5296e-05','1010:3.3972e-05','1002:2.2648e-05','1025:2.2648e-05','1008:1.1324e-05','1026:1.1324e-05',,,,,,,,,,,,,,
cluster_00222,'1024:0.98917','1018:0.59715','1003:0.48596','1022:0.14458','5001:0.097614','1027:0.054165','1035:0.042108','1020:0.037009','1031:0.0045684','1030:0.0044986','1028:0.0015647','77:0.00089413','1034:0.00040515','12:0.00032133','1012:9.7795e-05','1017:4.1912e-05','1019:2.7942e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00223,'5001:0.99533','1003:0.90608','12:0.7746','1035:0.63208','1024:0.22253','1028:0.22156','13:0.18755','10:0.051117','28:0.035749','1027:0.030344','1018:0.023545','1014:0.0060626','18:0.0051697','17:0.0037598','1030:0.0030548','1012:0.0023342','1022:0.0010653','11:0.00089294','1020:0.00051697','1023:0.00046997','2:0.00037598','1002:0.00029765','1034:0.00017232','26:0.00015666','77:3.1331e-05','1007:3.1331e-05','1010:3.1331e-05','1033:3.1331e-05','1015:1.5666e-05','1017:1.5666e-05','1031:1.5666e-05',,,,,,,,,,,,,,,,,,,,,
cluster_00224,'5001:0.99997','1024:0.9768','10:0.94399','16:0.32425','28:0.23661','1003:0.22806','1022:0.16203','1035:0.079449','11:0.044529','13:0.026175','1031:0.025542','12:0.020797','17:0.016937','1010:0.0032166','1029:0.0020506','1018:0.0016384','18:0.00081419','8:0.00077399','1014:0.00071368','1028:0.00057295','1016:0.00050259','2:0.00049254','1006:0.00022114','1023:0.00012062','1017:0.00011057','1008:8.0414e-05','77:6.0311e-05','85:6.0311e-05','252:5.0259e-05','1027:5.0259e-05','1012:3.0155e-05','1030:3.0155e-05','254:2.0104e-05','26:1.0052e-05','1013:1.0052e-05','1026:1.0052e-05','1034:1.0052e-05',,,,,,,,,,,,,,,
cluster_00225,'1022:0.98186','1024:0.74752','1031:0.47587','1018:0.041484','1030:0.016708','1003:0.01582','5001:0.014274','1029:0.011463','1035:0.0088469','1034:0.002373','1027:0.0014968','77:0.00052327','1028:0.00017037','1008:0.0001582','1020:0.00010952','12:1.2169e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00226,'1024:0.95626','1018:0.82695','5001:0.8258','1035:0.54301','1003:0.43422','1022:0.31018','1020:0.27952','1027:0.26208','1028:0.17023','1029:0.075236','1031:0.050795','1012:0.048212','1017:0.043118','12:0.024824','1030:0.01014','1023:0.0066244','1019:0.0055243','1002:0.0046634','11:0.0035394','1025:0.0018654','1026:0.0014588','13:0.00040655','77:0.00026306','1008:0.0001674','10:0.00014349','254:7.1745e-05','1010:4.783e-05','26:2.3915e-05','255:2.3915e-05',,,,,,,,,,,,,,,,,,,,,,,
cluster_00227,'5001:0.99973','1035:0.96797','1028:0.96699','12:0.78638','1003:0.41359','1024:0.3245','1017:0.063756','1030:0.052448','1023:0.049707','1014:0.042073','1018:0.041741','1012:0.038082','13:0.037495','18:0.0088693','1002:0.0071376','1033:0.0064148','1015:0.0044121','28:0.0029363','1020:0.0026954','1006:0.0018371','1009:0.0016112','17:0.0010089','11:0.00091855','26:0.00090349','2:0.00088843','1019:0.00079808','1022:0.00058727','1007:0.00057221','1027:0.00019576','77:3.0116e-05','1010:3.0116e-05','255:1.5058e-05','1016:1.5058e-05','1026:1.5058e-05','1029:1.5058e-05',,,,,,,,,,,,,,,,,
cluster_00228,'5001:0.99999','1024:0.98473','28:0.87983','13:0.71155','1035:0.56823','17:0.52166','12:0.34981','18:0.30213','1022:0.22828','85:0.070131','10:0.064019','1014:0.039543','1006:0.035477','1028:0.023781','1029:0.023685','1017:0.020428','16:0.017547','1031:0.0116','1012:0.010606','2:0.010032','1003:0.0064822','26:0.0025495','1033:0.002199','1016:0.0021161','1023:0.0020141','11:0.0013321','1030:0.0011027','1007:0.00096882','1009:0.00081585','1015:0.00031869','1002:0.00021671','1026:0.00012748','253:9.5607e-05','1010:8.9233e-05','7:4.4617e-05','77:4.4617e-05','8:1.9121e-05','255:1.2748e-05','1018:6.3738e-06','1025:6.3738e-06',,,,,,,,,,,,
cluster_00229,'1024:0.95737','1031:0.91439','1022:0.79115','1018:0.75142','5001:0.44577','1003:0.39745','1027:0.34763','1035:0.22506','1020:0.14794','1008:0.12668','1029:0.063038','1030:0.01027','1012:0.0051236','1001:0.0029086','1028:0.0027072','1023:0.00080546','77:0.00067122','12:0.00066003','1002:0.00061528','1017:0.00043629','1025:0.0004251','11:0.00023493','1019:0.00021255','1010:0.00017899','1034:0.00012306','1015:6.7122e-05','1011:1.1187e-05','1026:1.1187e-05',,,,,,,,,,,,,,,,,,,,,,,,
cluster_00230,'5001:0.99818','1022:0.74585','1024:0.57544','1023:0.50869','1031:0.48212','10:0.44486','252:0.42333','1035:0.39178','11:0.18611','1010:0.089767','16:0.032606','253:0.025118','251:0.020764','1030:0.019893','1017:0.0098863','28:0.0087744','1003:0.0075018','1014:0.0060416','2:0.0034696','1018:0.0026256','1002:0.0023309','1034:0.0020764','1028:0.0017281','13:0.0017147','1025:0.0016343','77:0.0016075','12:0.001286','17:0.00084395','1026:0.00080376','254:0.00049565','1029:0.00037509','26:0.00016075','1012:0.00010717','1008:6.698e-05','255:5.3584e-05','1001:5.3584e-05','1015:1.3396e-05','1027:1.3396e-05',,,,,,,,,,,,,,
cluster_00231,'5001:0.99993','28:0.91757','1024:0.87134','13:0.5018','1017:0.49599','17:0.42081','1028:0.28557','10:0.24158','1035:0.21353','1023:0.14398','12:0.13974','18:0.10767','85:0.066713','11:0.056891','1014:0.035667','16:0.033863','1022:0.022805','1006:0.018787','1003:0.018313','1012:0.011402','26:0.003776','2:0.0036272','1029:0.0015718','1016:0.0010417','253:0.00062313','1010:0.00051153','1002:0.00043712','1033:0.00031622','1025:0.00027902','1026:0.00023251','252:0.00021391','1031:0.00013021','7:0.00010231','1007:9.3005e-05','254:7.4404e-05','255:5.5803e-05','1030:5.5803e-05','8:4.6503e-05','77:3.7202e-05','1009:2.7902e-05','1015:1.8601e-05',,,,,,,,,,,
cluster_00232,'1003:0.92271','1024:0.92162','1018:0.46459','1027:0.41792','5001:0.14562','1022:0.051777','1035:0.023042','1020:0.015194','1028:0.0043267','1031:0.0029695','77:0.0014286','1030:0.00056124','12:0.00014286','11:0.00012245','1002:8.1635e-05','1034:5.1022e-05','1012:1.0204e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00233,'5001:0.9978','1035:0.99531','12:0.91788','1022:0.78556','1024:0.61725','1029:0.48252','1031:0.32571','13:0.11187','1030:0.078554','18:0.057658','1012:0.055849','1017:0.049833','1014:0.046497','1033:0.034447','28:0.026482','1006:0.012716','1015:0.0093332','2:0.0085086','1025:0.0074965','1034:0.006447','26:0.0051632','17:0.0049665','1018:0.0025769','1009:0.002249','1008:0.0021927','1028:0.0017804','11:0.0013587','1007:0.00134','1023:0.0011432','85:0.001087','1003:0.001012','1020:0.00048727','1019:0.00045916','1026:0.00037483','77:0.0003186','10:0.00018741','1010:8.4336e-05','1016:4.6853e-05','253:1.8741e-05','1001:1.8741e-05','1027:9.3707e-06',,,,,,,,,,,
cluster_00234,'1024:0.9204','5001:0.90167','1022:0.81044','1035:0.72862','1029:0.5302','1018:0.40221','1031:0.26272','12:0.17941','1017:0.17352','1003:0.082085','1020:0.040106','1025:0.036563','1030:0.032598','13:0.029932','1027:0.018087','1023:0.011794','1012:0.0060235','1028:0.0059391','1008:0.0028346','10:0.0016704','11:0.0015523','1002:0.00082675','77:0.00055679','1034:0.00052305','1014:0.00035432','28:0.00016873','1019:0.00016873','1015:0.00010124','1010:8.4363e-05','18:6.749e-05','2:1.6873e-05','26:1.6873e-05',,,,,,,,,,,,,,,,,,,,
cluster_00235,'1024:0.98939','5001:0.9236','1003:0.4578','11:0.14326','1022:0.12428','1035:0.098415','1028:0.095781','1023:0.074619','10:0.049827','12:0.043419','1018:0.038748','1031:0.018156','1002:0.017387','1017:0.012645','13:0.01031','1027:0.0079461','1029:0.001125','77:0.00059809','253:0.00059809','252:0.00019936','1010:4.2721e-05','254:2.8481e-05','1008:1.424e-05','1020:1.424e-05','1025:1.424e-05','1034:1.424e-05',,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00236,'1024:0.96048','1003:0.9443','1008:0.9181','5001:0.8968','1031:0.85798','1029:0.37311','1027:0.29226','1022:0.24364','1018:0.13302','1035:0.024079','1001:0.012842','1028:0.0085615','1030:0.0054034','1015:0.0032735','1011:0.002665','1020:0.00096527','1025:0.00065051','77:0.00048264','1017:0.00034624','1009:0.00028329','1002:0.00024132','12:8.3937e-05','11:7.3445e-05','1013:2.0984e-05','1023:2.0984e-05','1010:1.0492e-05',,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00237,'5001:0.99775','1024:0.96392','12:0.76794','1035:0.6986','13:0.40245','1022:0.32343','1031:0.07331','28:0.068952','10:0.061425','1003:0.036569','17:0.02123','1029:0.01996','18:0.018096','1028:0.012114','1014:0.0080414','16:0.0037633','1017:0.0029169','2:0.0028139','1018:0.0025508','1030:0.001407','1012:0.00082358','11:0.00059481','1023:0.00025165','1034:0.00011439','1006:9.1509e-05','77:4.5755e-05','1007:3.4316e-05','26:2.2877e-05','1002:2.2877e-05','1008:2.2877e-05','1020:2.2877e-05','253:1.1439e-05','1010:1.1439e-05','1015:1.1439e-05',,,,,,,,,,,,,,,,,,
cluster_00238,'5001:0.99979','16:0.99569','28:0.86481','1024:0.84715','10:0.69704','1017:0.396','8:0.22778','7:0.21048','1022:0.16711','1023:0.14434','1028:0.11922','13:0.10982','11:0.10359','1035:0.099153','1029:0.061326','12:0.031495','17:0.028253','1003:0.011131','1025:0.0099793','1031:0.0094249','1014:0.0065463','1012:0.0037529','1016:0.002111','1006:0.0019191','18:0.0016845','1010:0.00074632','1007:0.00044779','1013:0.00017059','2:0.00014926','252:0.00012794','1002:0.00012794','1008:8.5293e-05','85:6.397e-05','253:6.397e-05','77:4.2647e-05','1009:4.2647e-05',,,,,,,,,,,,,,,,
cluster_00239,'1024:0.99207','1022:0.91383','1031:0.21659','1003:0.19275','5001:0.099459','1029:0.024294','1018:0.0056593','1027:0.0033647','1035:0.0028811','1008:0.00064824','1017:0.00054535','1028:0.00050419','77:0.00044245','1023:0.00026753','11:9.2606e-05','12:4.1158e-05','1002:1.029e-05','1010:1.029e-05','1025:1.029e-05','1030:1.029e-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_00240,'5001:0.99999','28:0.82219','1024:0.7198','13:0.70099','1035:0.68376','1022:0.6456','12:0.37051','1029:0.35087','1017:0.34298','17:0.33921','18:0.28499','85:0.18928','10:0.10321','1014:0.099011','1031:0.056833','1023:0.051131','1025:0.04222','1006:0.034872','16:0.025586','1012:0.024781','2:0.020641','26:0.01646','11:0.013613','1028:0.0062576','1016:0.0062368','1033:0.0048061','1007:0.0013752','1026:0.0011876','1009:0.001146','1010:0.00088899','7:0.00080565','1030:0.00070147','77:0.0002153','1015:0.00020836','253:0.00016669','1002:8.3343e-05','8:6.2507e-05','1034:4.8617e-05','1003:4.1671e-05','1008:4.1671e-05','255:3.4726e-05','254:2.7781e-05',,,,,,,,,,
cluster_00241,'5001:0.99997','1035:0.9805','12:0.91713','1024:0.87078','1017:0.44371','1028:0.27497','1023:0.1008','1012:0.080562','1022:0.051171','1033:0.033871','1014:0.030649','13:0.02544','1006:0.023598','1030:0.02233','1003:0.018984','1018:0.0060399','1029:0.0059164','18:0.0051979','1020:0.0026607','1025:0.0015044','11:0.0013809','26:0.0010553','1015:0.0010104','28:0.00070728','1019:0.00065114','1031:0.00056133','2:0.0005501','1009:0.00039293','1007:0.0001684','10:0.00012349','17:0.00012349','1026:4.4906e-05','77:3.368e-05','1010:3.368e-05','1027:1.1227e-05',,,,,,,,,,,,,,,,,
cluster_00242,'1028:0.94756','1029:0.8715','1027:0.86967','5001:0.85328','1017:0.80535','1025:0.77781','1024:0.61787','1008:0.61576','1011:0.53599','1003:0.27538','1023:0.20958','1021:0.1877','1005:0.10058','1007:0.094329','1013:0.069766','1009:0.041893','1022:0.028226','1032:0.02475','1002:0.019913','1015:0.016297','1031:0.012399','1010:0.0095339','1014:0.0067864','1012:0.0036163','1026:0.0032406','8:0.0030997','1001:0.0010802','1020:0.00096278','1018:0.00084537','10:0.00044617','11:0.00042268','1019:0.00025831','77:0.00021134','17:0.00018786','1016:7.0447e-05','251:4.6965e-05','2:2.3482e-05','7:2.3482e-05','1030:2.3482e-05','1035:2.3482e-05',,,,,,,,,,,,
cluster_00243,'5001:0.99999','1028:0.93091','28:0.90686','10:0.38327','1024:0.37665','13:0.31637','1003:0.30744','12:0.25948','17:0.20154','1035:0.17965','1017:0.099386','16:0.076689','18:0.067015','1023:0.058405','11:0.038111','85:0.030317','1014:0.025317','1006:0.012566','1012:0.0064786','26:0.0033371','1002:0.0032284','2:0.0017392','1016:0.0016305','1018:0.0012935','1027:0.00082613','1010:0.00071743','253:0.00057612','1026:0.00055438','1030:0.00043481','1007:0.00042394','1033:0.00018479','1009:0.00011957','1020:9.7831e-05','1015:6.5221e-05','1022:6.5221e-05','8:4.3481e-05','254:4.3481e-05','7:2.174e-05','77:1.087e-05','255:1.087e-05',,,,,,,,,,,,
